,skid,cell_type,idx,name,name_noside,side,annotated_name
1611,16057212,DN-SEZ,326.0,BAmas12_dor descending 1 right,BAmas12_dor descending 1,right,no official annotation
1612,15531916,sensory,2462.0,AN-R-Sens-B2-ACp-04,ANSens-B2-ACp-04,right,gustatory-pharyngeal
1613,5559657,DN-SEZ,2874.0,BAmas12 midline neuron 4 right,BAmas12 midline neuron 4,right,no official annotation
1614,15525858,sensory,1977.0,AN-R-Sens-B2-ACp-14,ANSens-B2-ACp-14,right,gustatory-pharyngeal
1615,15434200,sensory,341.0,AN-R-Sens-B2-ACp-06,ANSens-B2-ACp-06,right,gustatory-pharyngeal
1616,5558724,DN-SEZ,499.0,Input to both Munin PC 3 right; BAmas d 4 neuron 5558725,Input to both Munin PC 3; BAmas d 4 neuron 5558725,right,no official annotation
1617,15615776,sensory,272.0,MN-R-Sens-B2-ACpl-03,MNSens-B2-ACpl-03,right,gustatory-external
1618,4096703,sensory,665.0,AN-R-Sens-B3-VM-12,ANSens-B3-VM-12,right,gustatory-external
1619,15409328,sensory,385.0,AN-R-Sens-B2-ACp-08,ANSens-B2-ACp-08,right,gustatory-pharyngeal
1620,19054481,DN-SEZ,741.0,output to SEZ left,output to SEZ,right,no official annotation
1621,16341507,sensory,2077.0,AN-R-Sens-B2-ACp-05,ANSens-B2-ACp-05,right,gustatory-pharyngeal
1622,15573283,sensory,146.0,AN-R-Sens-B2-ACp-13,ANSens-B2-ACp-13,right,gustatory-pharyngeal
1623,15451084,sensory,2410.0,AN-R-Sens-B2-ACp-09,ANSens-B2-ACp-09,right,gustatory-pharyngeal
1624,10221622,DN-SEZ,1716.0,BAl descending right,BAl descending,right,no official annotation
1625,16463097,DN-SEZ,2755.0,sneak right,sneak,right,no official annotation
1626,16341966,sensory,797.0,AN-R-Sens-B2-ACp-07,ANSens-B2-ACp-07,right,gustatory-pharyngeal
1627,15656435,sensory,2873.0,MN-R-Sens-B2-VM-05,MNSens-B2-VM-05,right,gustatory-external
1628,12335381,DN-SEZ,2524.0,BAmas12 midline 3 right,BAmas12 midline 3,right,no official annotation
1629,3650600,sensory,2218.0,AN-R-Sens-B3-ACal-01 (temp sensing right neuron alone),ANSens-B3-ACal-01 ,right,thermo-cold
1630,15398807,sensory,901.0,AN-R-Sens-B2-ACp-17,ANSens-B2-ACp-17,right,gustatory-pharyngeal
1631,5448622,sensory,1365.0,MN-R-Sens-B1-ACpl-01,MNSens-B1-ACpl-01,right,gustatory-external
1632,15589362,sensory,2804.0,MN-R-Sens-B2-ACp-06,MNSens-B2-ACp-06,right,gustatory-external
1633,6219445,DN-SEZ,758.0,UNK anterior basal 1 right; post lat ven #7 neuron 6219446 right,UNK anterior basal 1; post lat ven #7 neuron 6219446,right,no official annotation
1634,15541976,sensory,910.0,AN-R-Sens-B2-ACp-19,ANSens-B2-ACp-19,right,gustatory-pharyngeal
1635,15573331,sensory,2558.0,AN-R-Sens-B2-ACp-16,ANSens-B2-ACp-16,right,gustatory-pharyngeal
1636,18620885,sensory,2596.0,AN-R-Sens-B2-ACp-23,ANSens-B2-ACp-23,right,gustatory-pharyngeal
1637,15639020,sensory,2852.0,MN-R-Sens-B3-ACp-04,MNSens-B3-ACp-04,right,gustatory-pharyngeal
1638,17529547,DN-SEZ,1175.0,BAla12 descending 2 right,BAla12 descending 2,right,no official annotation
1639,3123905,sensory,176.0,MN-R-Sens-B3-ACpl-07,MNSens-B3-ACpl-07,right,gustatory-pharyngeal
1640,15640893,sensory,1507.0,MN-R-Sens-B3-ACp-03,MNSens-B3-ACp-03,right,gustatory-pharyngeal
1641,15531033,sensory,114.0,AN-R-Sens-B2-ACp-03,ANSens-B2-ACp-03,right,gustatory-pharyngeal
1642,15461769,sensory,14.0,AN-R-Sens-B2-ACp-22,ANSens-B2-ACp-22,right,gustatory-pharyngeal
1643,869360,DN-SEZ,2013.0,SEZ cup right,SEZ cup,right,no official annotation
1644,3822523,sensory,362.0,AN-R-Sens-B3-ACp-08,ANSens-B3-ACp-08,right,gustatory-external
1645,18630153,sensory,2096.0,AN-R-Sens-B3-ACal-02 (temp sensing right neuron together 2),ANSens-B3-ACal-02 ,right,thermo-cold
1646,3487306,sensory,2938.0,AN-R-Sens-B3-ACal-03 (temp sensing right neuron together 1),ANSens-B3-ACal-03 ,right,thermo-cold
1647,15615081,sensory,654.0,MN-R-Sens-B2-ACp-16,MNSens-B2-ACp-16,right,gustatory-external
1648,5478818,DN-SEZ,103.0,130729_SFO Cand 42a-42b_OSN_IN1 right,130729_SFO Cand 42a-42b_OSN_IN1,right,PL-1
1649,3795498,sensory,916.0,AN-R-Sens-B2-ACp-12,ANSens-B2-ACp-12,right,gustatory-pharyngeal
1650,8810739,sensory,770.0,MN-R-Sens-B2-AVp-02,MNSens-B2-AVp-02,right,gustatory-external
1651,16115501,sensory,2926.0,AN-R-Sens-B3-VM-11,ANSens-B3-VM-11,right,gustatory-external
1652,7160160,sensory,2523.0,AN-R-Sens-B2-AVp-01,ANSens-B2-AVp-01,right,gustatory-pharyngeal
1653,15653927,sensory,1766.0,MN-R-Sens-B2-VM-01,MNSens-B2-VM-01,right,gustatory-external
1654,15547732,sensory,2438.0,AN-R-Sens-B1-AVa-33,ANSens-B1-AVa-33,right,enteric
1655,15645825,sensory,1193.0,MN-R-Sens-B3-ACp-06,MNSens-B3-ACp-06,right,gustatory-pharyngeal
1656,15641926,sensory,1853.0,MN-R-Sens-B3-ACp-01,MNSens-B3-ACp-01,right,gustatory-pharyngeal
1657,15533421,sensory,438.0,AN-R-Sens-B2-AVp-02,ANSens-B2-AVp-02,right,gustatory-pharyngeal
1658,15658013,sensory,1895.0,MN-R-Sens-B2-AVp-01,MNSens-B2-AVp-01,right,gustatory-external
1659,16362243,sensory,491.0,AN-R-Sens-B2-VM-07,ANSens-B2-VM-07,right,gustatory-pharyngeal
1660,15629241,sensory,2164.0,MN-R-Sens-B2-VM-15,MNSens-B2-VM-15,right,gustatory-external
1661,15671848,sensory,2879.0,MN-R-Sens-B3-VM-09,MNSens-B3-VM-09,right,gustatory-pharyngeal
1662,15638520,sensory,2052.0,MN-R-Sens-B3-VM-06,MNSens-B3-VM-06,right,gustatory-pharyngeal
1663,15637893,sensory,2264.0,MN-R-Sens-B3-VM-05,MNSens-B3-VM-05,right,gustatory-pharyngeal
1664,15639275,sensory,1011.0,MN-R-Sens-B3-VM-08,MNSens-B3-VM-08,right,gustatory-pharyngeal
1665,15594123,sensory,1139.0,MN-R-Sens-B1-VM-02,MNSens-B1-VM-02,right,gustatory-external
1666,15618976,sensory,2207.0,MN-R-Sens-B2-VM-12,MNSens-B2-VM-12,right,gustatory-external
1667,15762568,sensory,2526.0,MN-R-Sens-B2-VM-14,MNSens-B2-VM-14,right,gustatory-external
1668,15505837,sensory,1196.0,AN-R-Sens-B2-AVp-06,ANSens-B2-AVp-06,right,gustatory-pharyngeal
1669,15615475,sensory,506.0,MN-R-Sens-B2-VM-10,MNSens-B2-VM-10,right,gustatory-external
1670,15620432,sensory,871.0,MN-R-Sens-B2-VM-17,MNSens-B2-VM-17,right,gustatory-external
1671,15620606,sensory,1799.0,MN-R-Sens-B2-VM-13,MNSens-B2-VM-13,right,gustatory-external
1672,18679889,sensory,1679.0,MN-R-Sens-B2-VM-16,MNSens-B2-VM-16,right,gustatory-external
1673,15743905,sensory,1653.0,MN-R-Sens-B1-VM-04,MNSens-B1-VM-04,right,gustatory-external
1674,15672153,sensory,2791.0,MN-R-Sens-B3-VM-04,MNSens-B3-VM-04,right,gustatory-pharyngeal
1675,17327188,other,1551.0,BAlc post ascending 1 right,BAlc post ascending 1,right,no official annotation
1676,6252764,PN,2585.0,BAlc post lat lat 6 AL right,BAlc post lat lat 6 AL,right,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
1677,7778722,sensory,1153.0,Rh5PR-6;right,Rh5PR-6,right,visual
1678,766246,sensory,81.0,Rh5PR-1;right,Rh5PR-1,right,visual
1679,18861011,other,2209.0,BAla34 ascending 1 right,BAla34 ascending 1,right,no official annotation
1680,11838242,PN,707.0,BAlc_post I2 right,BAlc_post I2,right,gustatory-pharyngeal 2nd_order PN
1681,902877,sensory,2588.0,Rh5PR-2;right,Rh5PR-2,right,visual
1682,3848843,PN,2570.0,BLVp1 bilateral descending right; DP1 of GPhN right (ipsilateral PN to bilateral LH); BLVp1 4,BLVp1 bilateral descending; DP1 of GPhN ; BLVp1 4,right,gustatory-external 2nd_order PN
1683,7485368,sensory,2770.0,Rh5PR-3;right,Rh5PR-3,right,visual
1684,15564911,sensory,2767.0,AN-R-Sens-B1-AVa-27,ANSens-B1-AVa-27,right,enteric
1685,15640548,sensory,2698.0,MN-R-Sens-B3-AVp-02,MNSens-B3-AVp-02,right,gustatory-pharyngeal
1686,15748726,sensory,1438.0,AN-R-Sens-B1-AVa-43,ANSens-B1-AVa-43,right,enteric
1687,15638742,sensory,1082.0,MN-R-Sens-B1-VM-03,MNSens-B1-VM-03,right,gustatory-external
1688,15617459,sensory,1522.0,MN-R-Sens-B2-VM-06,MNSens-B2-VM-06,right,gustatory-external
1689,15640425,sensory,757.0,MN-R-Sens-B3-AVp-03,MNSens-B3-AVp-03,right,gustatory-pharyngeal
1690,4030526,sensory,2091.0,AN-R-Sens-B3-VM-14,ANSens-B3-VM-14,right,gustatory-external
1691,15542354,sensory,2328.0,AN-R-Sens-B1-AVa-42,ANSens-B1-AVa-42,right,enteric
1692,4059758,sensory,1537.0,AN-R-Sens-B3-VM-15,ANSens-B3-VM-15,right,gustatory-external
1693,15575232,sensory,1796.0,AN-R-Sens-B1-AVa-35,ANSens-B1-AVa-35,right,enteric
1694,15607180,sensory,398.0,MN-R-Sens-B2-VM-07,MNSens-B2-VM-07,right,gustatory-external
1695,15574508,sensory,2214.0,AN-R-Sens-B1-AVa-38,ANSens-B1-AVa-38,right,enteric
1696,15575052,sensory,936.0,AN-R-Sens-B1-AVa-36,ANSens-B1-AVa-36,right,enteric
1697,865151,DN-SEZ,938.0,BAmas12 midline neuron 2 right,BAmas12 midline neuron 2,right,no official annotation
1698,15576194,sensory,188.0,AN-R-Sens-B1-AVa-40,ANSens-B1-AVa-40,right,enteric
1699,18833414,sensory,837.0,MN-R-Sens-B2-VM-23,MNSens-B2-VM-23,right,gustatory-external
1700,10831005,LN,2788.0,keystone right,keystone,right,no official annotation
1701,3806573,LN,2899.0,picky 2 right,picky 2,right,no official annotation
1702,11051276,LN,1587.0,picky 3 right,picky 3,right,no official annotation
1703,16795524,PN,1500.0,mPN iACT bilateral UPPER right,mPN iACT bilateral UPPER,right,mPN; mPN iACT bilateral UPPER; Multiglomerular PN 1; mPN; olfactory 2nd_order PN; thermo-warm 2nd_order PN
1704,8198238,LN,429.0,broad T2 right,broad T2,right,no official annotation
1705,5247102,LN,2140.0,picky 4 right,picky 4,right,no official annotation
1706,6557581,LN,60.0,broad T3 right,broad T3,right,no official annotation
1707,8198317,LN,973.0,broad T1 right,broad T1,right,no official annotation
1708,8199671,LN,868.0,picky 0 right,picky 0,right,no official annotation
1709,8198513,LN,660.0,broad D2 right,broad D2,right,no official annotation
1710,8198416,LN,2817.0,broad D1 right,broad D1,right,_broad D1
1711,8231264,LN,1441.0,choosy 1 right,choosy 1,right,no official annotation
1712,7600311,LN,542.0,picky 1 right,picky 1,right,no official annotation
1713,4247099,LN,2460.0,choosy 2 right,choosy 2,right,no official annotation
1714,4116174,DN-SEZ,1402.0,lAL-1 (octopaminergic) right,lAL-1 ,right,FFN-39
1715,15445198,sensory,2256.0,AN-R-Sens-B2-VM-08,ANSens-B2-VM-08,right,gustatory-pharyngeal
1716,15671481,sensory,2352.0,MN-R-Sens-B1-VM-05,MNSens-B1-VM-05,right,gustatory-external
1717,3562954,sensory,1725.0,MN-R-Sens-B2-VM-21,MNSens-B2-VM-21,right,gustatory-external
1718,15572414,sensory,2287.0,AN-R-Sens-B1-AVa-25,ANSens-B1-AVa-25,right,enteric
1719,15564782,sensory,2208.0,AN-R-Sens-B1-AVa-23,ANSens-B1-AVa-23,right,enteric
1720,15640567,sensory,716.0,MN-R-Sens-B3-VM-13,MNSens-B3-VM-13,right,gustatory-pharyngeal
1721,15612241,sensory,755.0,MN-R-Sens-B2-VM-19,MNSens-B2-VM-19,right,gustatory-external
1722,15615877,sensory,1068.0,MN-R-Sens-B2-VM-22,MNSens-B2-VM-22,right,gustatory-external
1723,15672957,sensory,1658.0,MN-R-Sens-B3-VM-12,MNSens-B3-VM-12,right,gustatory-pharyngeal
1724,15639548,sensory,2266.0,MN-R-Sens-B3-VM-10,MNSens-B3-VM-10,right,gustatory-pharyngeal
1725,15914721,sensory,692.0,MN-R-Sens-B3-VM-14,MNSens-B3-VM-14,right,gustatory-pharyngeal
1726,15618756,sensory,348.0,MN-R-Sens-B2-VM-20,MNSens-B2-VM-20,right,gustatory-external
1727,8245869,PN,874.0,24a PN right,24a PN,right,24a PN; uPN; olfactory 2nd_order PN
1728,14604028,PN,513.0,85c PN right,85c PN,right,85c PN; uPN; olfactory 2nd_order PN
1729,8246750,PN,2094.0,47a & 33b PN right,47a & 33b PN,right,47a&33b PN; uPN; olfactory 2nd_order PN
1730,8244723,PN,1863.0,42a PN right,42a PN,right,42a PN; uPN; olfactory 2nd_order PN
1731,4651929,PN,1457.0,94a & 94b PN right,94a & 94b PN,right,94a&94b PN; uPN; olfactory 2nd_order PN
1732,8253413,PN,820.0,45b PN right,45b PN,right,45b PN; uPN; olfactory 2nd_order PN
1733,11279244,PN,613.0,49a PN right,49a PN,right,49a PN; uPN; olfactory 2nd_order PN
1734,8246081,PN,1304.0,67b PN right,67b PN,right,67b PN; uPN; olfactory 2nd_order PN
1735,8243455,PN,1056.0,83a PN right,83a PN,right,83a PN; uPN; olfactory 2nd_order PN
1736,8245513,PN,2877.0,63a PN right,63a PN,right,63a PN; uPN; olfactory 2nd_order PN
1737,8245146,PN,158.0,82a PN right,82a PN,right,82a PN; uPN; olfactory 2nd_order PN
1738,8247451,PN,1750.0,45a PN right,45a PN,right,45a PN; uPN; olfactory 2nd_order PN
1739,8245014,PN,1108.0,59a PN right,59a PN,right,59a PN; uPN; olfactory 2nd_order PN
1740,8248631,PN,606.0,22c PN right,22c PN,right,22c PN; uPN; olfactory 2nd_order PN
1741,8252067,PN,1313.0,1a PN right,1a PN,right,1a PN; uPN; olfactory 2nd_order PN
1742,8244823,PN,9.0,13a PN right,13a PN,right,13a PN; uPN; olfactory 2nd_order PN
1743,13589251,PN,1086.0,33a PN right,33a PN,right,33a PN; uPN; olfactory 2nd_order PN
1744,8245692,PN,2453.0,42b PN right,42b PN,right,42b PN; uPN; olfactory 2nd_order PN
1745,8256186,PN,1909.0,30a PN right,30a PN,right,30a PN; uPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN
1746,7935088,PN,2479.0,35a PN bilateral right,35a PN bilateral,right,35a PN; uPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
1747,8140109,PN,1083.0,74a PN right,74a PN,right,74a PN; uPN; olfactory 2nd_order PN
1748,17698681,DN-SEZ,1983.0,BAmas12 midline neuron 1 right,BAmas12 midline neuron 1,right,no official annotation
1749,15609427,sensory,,MN-R-Sens-B2-?-00,MNSens-B2-?-00,right,gustatory-external
1750,15611791,sensory,2279.0,MN-R-Sens-B2-VM-02,MNSens-B2-VM-02,right,gustatory-external
1751,945309,sensory,269.0,AN-R-Sens-B1-AVa-44,ANSens-B1-AVa-44,right,enteric
1752,18785124,sensory,1235.0,MN-R-Sens-B3-VM-07,MNSens-B3-VM-07,right,gustatory-pharyngeal
1753,15629355,sensory,1997.0,MN-R-Sens-B2-VM-03,MNSens-B2-VM-03,right,gustatory-external
1754,15611642,sensory,1210.0,MN-R-Sens-B2-VM-09,MNSens-B2-VM-09,right,gustatory-external
1755,3122533,other,2532.0,BLDc descending 1 right; BPL feedback local R,BLDc descending 1; BPL feedback local,right,no official annotation
1756,21590958,pre-DN-VNC,13.0,BLP34 posterior ventral ipsilateral neuron right,BLP34 posterior ventral ipsilateral neuron,right,no official annotation
1757,20443505,other,2782.0,BLP hook local right,BLP hook local,right,no official annotation
1758,10937355,ascending,2797.0,H-shaped_a1r,H-shaped_a1,right,mechano-Ch
1759,21590962,other,592.0,BLP12 gripper 3 right,BLP12 gripper 3,right,no official annotation
1760,2784471,ascending,1404.0,hook-1_a1r,hook-1_a1,right,mechano-Ch
1761,21590978,other,531.0,BLP12 hook 5 right,BLP12 hook 5,right,no official annotation
1762,21591317,other,1845.0,BLP12 not great pair hook right,BLP12 not great pair hook,right,no official annotation
1763,8413543,other,1222.0,BLP12 descending 4 right; BLP12 a 8,BLP12 descending 4; BLP12 a 8,right,no official annotation
1764,2885630,PN-somato,735.0,UNK triple branch right; Ipsilateral BPL interneuron (hook target),UNK triple branch; Ipsilateral BPL interneuron ,right,mechano-Ch 2nd_order PN
1765,8942413,PN-somato,185.0,BLVa34 hook right,BLVa34 hook,right,mechano-Ch 2nd_order PN
1766,20344845,other,305.0,BLP12 descending 2 right,BLP12 descending 2,right,no official annotation
1767,21591037,pre-DN-VNC,1569.0,BLP12 gripper 2 right; BLP1/2 a R,BLP12 gripper 2; BLP1/2 a,right,no official annotation
1768,17360225,pre-DN-VNC,2307.0,DALv1 contralateral 1 right,DALv1 contralateral 1,right,no official annotation
1769,5545085,PN-somato,1397.0,BLDc crinkled right,BLDc crinkled,right,mechano-Ch 2nd_order PN
1770,8821758,PN-somato,2487.0,BLVa34 small ipsi 2 right; BLVa34 a 5,BLVa34 small ipsi 2; BLVa34 a 5,right,noci 2nd_order PN
1771,16666673,pre-DN-VNC,1852.0,BLVa_t hook 3 right,BLVa_t hook 3,right,no official annotation
1772,17897298,other,567.0,BLV hook 1 right,BLV hook 1,right,no official annotation
1773,16176721,other,836.0,BLVp1 hook 2 right,BLVp1 hook 2,right,no official annotation
1774,10663559,pre-DN-SEZ,799.0,BLAv12_lat pointer 1 right,BLAv12_lat pointer 1,right,no official annotation
1775,1141813,PN-somato,1636.0,BLVa34 local hook right; downstream of basket PN; BLVa34 a 4,BLVa34 local hook; downstream of basket PN; BLVa34 a 4,right,noci 2nd_order PN
1776,4127911,other,1141.0,BLP34 hook 1 right,BLP34 hook 1,right,no official annotation
1777,3806652,DN-SEZ,2414.0,spruce right,spruce,right,mPN
1778,13968203,DN-SEZ,1250.0,KS LN 4b right,KS LN 4b,right,no official annotation
1779,10158972,DN-SEZ,1443.0,clamp right,clamp,right,mPN
1780,17355872,DN-SEZ,2143.0,BAla34 ventral cluster 2 right,BAla34 ventral cluster 2,right,no official annotation
1781,15546924,sensory,1400.0,AN-R-Sens-B1-AVa-30,ANSens-B1-AVa-30,right,enteric
1782,17355892,DN-SEZ,1892.0,BAla34 descending right,BAla34 descending,right,no official annotation
1783,15638968,sensory,1883.0,MN-R-Sens-B3-AVp-01,MNSens-B3-AVp-01,right,gustatory-pharyngeal
1784,3192952,sensory,1737.0,AN-R-Sens-B2-AVa-25 (PPS mechano),ANSens-B2-AVa-25 ,right,gustatory-pharyngeal
1785,15567466,sensory,773.0,AN-R-Sens-B1-AVa-41,ANSens-B1-AVa-41,right,enteric
1786,15587166,sensory,1784.0,AN-R-Sens-B1-AVa-39,ANSens-B1-AVa-39,right,enteric
1787,15569561,sensory,2444.0,AN-R-Sens-B1-AVa-28,ANSens-B1-AVa-28,right,enteric
1788,17951153,sensory,396.0,AN-R-Sens-B1-AVa-32,ANSens-B1-AVa-32,right,enteric
1789,18231999,sensory,2019.0,AN-R-Sens-B1-AVa-45,ANSens-B1-AVa-45,right,enteric
1790,15564882,sensory,2577.0,AN-R-Sens-B1-AVa-37,ANSens-B1-AVa-37,right,enteric
1791,15564661,sensory,811.0,AN-R-Sens-B1-AVa-29,ANSens-B1-AVa-29,right,enteric
1792,8254894,PN,1518.0,PN in Olfactory Bundle 2 right,PN in Olfactory Bundle 2,right,Unknown PN 2; gustatory-external 2nd_order PN
1793,4620453,LN,455.0,AVL011 PN Right 2?,AVL011 PN 2?,right,no official annotation
1794,4983938,PN,233.0,Columbus of GPhN left,Columbus of GPhN,right,gustatory-external 2nd_order PN
1795,17913185,other,778.0,PPLV-1 right,PPLV-1,right,no official annotation
1796,13789482,PN,1919.0,backwards handlebar right,backwards handlebar,right,Gustatory PN 2; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
1797,4393049,PN,449.0,non-olfactory PN right,non-olfactory PN,right,Gustatory PN 4; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
1798,17884299,PN,122.0,Gustatory PN right,Gustatory PN,right,Gustatory PN 1; gustatory-external 2nd_order PN
1799,3690921,PN,931.0,Lower Looping PN Right - AVM004 (BAla1/2),Lower Looping PN - AVM004 ,right,Thermo PN 4; tPN; thermo-cold 2nd_order PN
1800,3814635,PN,2794.0,MN_AN iACT PN right,MN_AN iACT PN,right,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
1801,9747710,PN,243.0,Handlebar PN (CB on Right),Handlebar PN ,right,Thermo PN 3; tPN; thermo-cold 2nd_order PN
1802,9291474,LN,1345.0,AVL011 PN Right,AVL011 PN,right,Thermo PN 2
1803,9640873,ascending,1677.0,A10j_a1r,A10j_a1,right,noci
1804,15684934,PN-somato,1289.0,Ipsiphone lineage bilateral right,Ipsiphone lineage bilateral,right,mechano-Ch 2nd_order PN
1805,8313802,other,426.0,BLDc descending 4 right,BLDc descending 4,right,no official annotation
1806,8970595,PN-somato,2519.0,BLVp1 local right,BLVp1 local,right,noci 2nd_order PN
1807,14759661,pre-DN-SEZ,1159.0,DALl1 6 right,DALl1 6,right,no official annotation
1808,8880781,DN-VNC,1496.0,DPMpm1 1 DN right,DPMpm1 1 DN,right,no official annotation
1809,2911847,PN-somato,646.0,DPlal simple bilateral 3 right; BPL to lateral bilateral right,DPlal simple bilateral 3; BPL to lateral bilateral,right,mechano-Ch 2nd_order PN
1810,17541953,PN-somato,1579.0,Ipsiphone lineage bilateral 2 right,Ipsiphone lineage bilateral 2,right,mechano-Ch 2nd_order PN
1811,3182103,pre-DN-SEZ,2353.0,BLDc pointer right,BLDc pointer,right,no official annotation
1812,3251140,other,225.0,BLVp1 hook right,BLVp1 hook,right,no official annotation
1813,18655517,PN-somato,2776.0,BLVp1 bilateral 3 right; down seahorse right,BLVp1 bilateral 3; down seahorse,right,noci 2nd_order PN
1814,10683313,PN-somato,337.0,BLP12 gripper 1 right; BLP12 a 6,BLP12 gripper 1; BLP12 a 6,right,mechano-Ch 2nd_order PN
1815,9856062,pre-DN-VNC,2176.0,DPlal simple bilateral 8 right; Tel-like 7? anterior cell body,DPlal simple bilateral 8; Tel-like 7? anterior cell body,right,partially differentiated
1816,12884490,PN-somato,1727.0,BLVa_t ascending 1 right,BLVa_t ascending 1,right,mechano-Ch 2nd_order PN
1817,4127938,other,1711.0,BLP34 local right,BLP34 local,right,no official annotation
1818,6692908,PN-somato,62.0,Basal Tel-like 5 right,Basal Tel-like 5,right,noci 2nd_order PN
1819,2846555,PN-somato,1310.0,BLP34 lateral right,BLP34 lateral,right,mechano-Ch 2nd_order PN
1820,21591033,PN-somato,2327.0,BLP12 local descending twig 2 right,BLP12 local descending twig 2,right,mechano-Ch 2nd_order PN
1821,17654624,PN-somato,1043.0,MIXED bilateral 2 right,MIXED bilateral 2,right,noci 2nd_order PN
1822,8697453,PN-somato,2848.0,Basal Tel-like 3 right,Basal Tel-like 3,right,noci 2nd_order PN
1823,20278329,PN-somato,2811.0,BLP12 spaghetti right; BLP12 a 11,BLP12 spaghetti; BLP12 a 11,right,mechano-Ch 2nd_order PN
1824,10739296,other,2235.0,BLAv12_lat pointer-like 2 right,BLAv12_lat pointer-like 2,right,no official annotation
1825,2881070,PN-somato,838.0,BLDc A00c pointer right,BLDc A00c pointer,right,noci 2nd_order PN
1826,15636411,other,717.0,DPlal simple bilateral 4 right,DPlal simple bilateral 4,right,no official annotation
1827,1137946,PN-somato,213.0,mixed bpl terminal right ,mixed bpl terminal ,right,mechano-Ch 2nd_order PN
1828,4393350,PN-somato,2428.0,AB right; Timo's Tel-like anterior cell body,AB; Timo's Tel-like anterior cell body,right,noci 2nd_order PN
1829,9606496,other,2603.0,BLP12 descending 1 right; BPL 2; BLP12 a 2,BLP12 descending 1; BPL 2; BLP12 a 2,right,no official annotation
1830,9621307,PN-somato,1291.0,BLDc descending 2 right,BLDc descending 2,right,noci 2nd_order PN
1831,8641784,PN-somato,753.0,BLP12 local descending twig 1 right,BLP12 local descending twig 1,right,mechano-Ch 2nd_order PN
1832,15668869,PN-somato,226.0,BLAv12_ant contralateral right,BLAv12_ant contralateral,right,mechano-Ch 2nd_order PN
1833,8198913,ascending,1785.0,VLEL4_a1r,VLEL4_a1,right,mechano-Ch
1834,16574328,PN-somato,2191.0,BLP12 hook 6 right,BLP12 hook 6,right,mechano-Ch 2nd_order PN
1835,7449767,pre-DN-VNC,2904.0,UNK bilateral gnarled dendrite right,UNK bilateral gnarled dendrite,right,no official annotation
1836,3166745,other,632.0,UNK basal right; DL-LH_cand2,UNK basal; DL-LH_cand2,right,no official annotation
1837,10403609,PN-somato,115.0,DALv1 contralateral 2 right; Tel-like 11? ,DALv1 contralateral 2; Tel-like 11? ,right,mechano-Ch 2nd_order PN
1838,15656826,other,2505.0,DPlal simple bilateral 5 right; DPLal 2 R,DPlal simple bilateral 5; DPLal 2,right,no official annotation
1839,3180681,pre-DN-SEZ,1894.0,BLVp1 local a right,BLVp1 local a,right,no official annotation
1840,1805406,other,310.0,PVC_right; BLP34 a 8,PVC; BLP34 a 8,right,no official annotation
1841,15656223,other,1822.0,DPlal simple bilateral 6 right,DPlal simple bilateral 6,right,no official annotation
1842,8954310,other,1444.0,BLP12 gripper 4 right; BLP12 a 10,BLP12 gripper 4; BLP12 a 10,right,no official annotation
1843,2878185,other,1862.0,BLAv12_lat pointer-like right,BLAv12_lat pointer-like,right,no official annotation
1844,12882179,other,1255.0,BLVa_t hook 2 right -GAP,BLVa_t hook 2 -GAP,right,no official annotation
1845,2842451,other,2677.0,MIXED pointer-like right,MIXED pointer-like,right,no official annotation
1846,9161929,PN-somato,1595.0,BLVa34 small ipsi 1 right,BLVa34 small ipsi 1,right,noci 2nd_order PN
1847,10660512,other,1904.0,BLDc descending 3 right; Above BPL local right,BLDc descending 3; Above BPL local,right,no official annotation
1848,17658672,pre-DN-VNC,1900.0,BLVp1 hook 3 right,BLVp1 hook 3,right,no official annotation
1849,15561413,sensory,582.0,AN-R-Sens-B1-ACa-13,ANSens-B1-ACa-13,right,enteric
1850,10852875,sensory,151.0,v'td_a2r (Abdominal Sensory),v'td_a2r ,right,respiratory
1851,11291344,sensory,2657.0,v'td_a5r (Abdominal Sensory),v'td_a5r ,right,respiratory
1852,9716858,sensory,2476.0,AN-R-Sens-B1-AVa-19,ANSens-B1-AVa-19,right,enteric
1853,891237,sensory,2872.0,v'td_vnc_a7r,v'td_vnc_a7,right,respiratory
1854,15573450,sensory,518.0,AN-R-Sens-B1-ACa-14,ANSens-B1-ACa-14,right,enteric
1855,15574328,sensory,1753.0,AN-R-Sens-B1-AVa-15,ANSens-B1-AVa-15,right,enteric
1856,15563553,sensory,846.0,AN-R-Sens-B1-ACa-05,ANSens-B1-ACa-05,right,enteric
1857,15562137,sensory,1301.0,AN-R-Sens-B1-ACa-07,ANSens-B1-ACa-07,right,enteric
1858,858479,DN-SEZ,2619.0,BAmas12_dor center output 1 right,BAmas12_dor center output 1,right,no official annotation
1859,6883831,sensory,1950.0,AN-R-Sens-B1-AVa-16,ANSens-B1-AVa-16,right,enteric
